Book,Chapter,Section,Text,Title
4,71,5,"[5]
       
ταῦτα δὲ ποιήσαντες χοῦσι πάντες χῶμα μέγα, ἁμιλλώμενοι καὶ προθυμεόμενοι ὡς μέγιστον ποιῆσαι.",4.71.5
7,189,2,"[2]
       
κατὰ δὴ τὸ κῆδος τοῦτο οἱ Ἀθηναῖοι, ὡς φάτις ὅρμηται, συμβαλλόμενοι σφίσι τὸν Βορέην γαμβρὸν εἶναι, ναυλοχέοντες τῆς Εὐβοίης ἐν Χαλκίδι ὡς ἔμαθον αὐξόμενον τὸν χειμῶνα ἢ καὶ πρὸ τούτου, ἐθύοντό τε καὶ ἐπεκαλέοντο τόν τε Βορέην καὶ τὴν Ὠρειθυίην τιμωρῆσαι σφίσι καὶ διαφθεῖραι τῶν βαρβάρων τὰς νέας, ὡς καὶ πρότερον περὶ Ἄθων.",7.189.2
7,54,2,"[2]
       
ὡς δ᾽ ἐπανέτελλε ὁ ἥλιος, σπένδων ἐκ χρυσέης φιάλης Ξέρξης ἐς τὴν θάλασσαν εὔχετο πρὸς τὸν ἥλιον μηδεμίαν οἱ συντυχίην τοιαύτην γενέσθαι, ἥ μιν παύσει καταστρέψασθαι τὴν Εὐρώπην πρότερον ἢ ἐπὶ τέρμασι τοῖσι ἐκείνης γένηται. εὐξάμενος δὲ ἐσέβαλε τὴν φιάλην ἐς τὸν Ἑλλήσποντον καὶ χρύσεον κρητῆρα καὶ Περσικὸν ξίφος, τὸν ἀκινάκην καλέουσι.",7.54.2
7,102,3,"‘
      [3]
       
ἀριθμοῦ δὲ πέρι, μή πύθῃ ὅσοι τινὲς ἐόντες ταῦτα ποιέειν οἷοί τε εἰσί: ἤν τε γὰρ τύχωσι ἐξεστρατευμένοι χίλιοι, οὗτοι μαχήσονταί τοι, ἤν τε ἐλάσσονες τούτων ἤν τε καὶ πλεῦνες.’",7.102.3
2,115,2,"[2]
       
ἀνακομισθέντων δὲ πάντων, εἰρώτα τὸν Ἀλέξανδρον ὁ Πρωτεὺς τίς εἴη καὶ ὁκόθεν πλέοι. ὁ δέ οἱ καὶ τὸ γένος κατέλεξε καὶ τῆς πάτρης εἶπε τὸ οὔνομα, καὶ δὴ καὶ τὸν πλόον ἀπηγήσατο ὁκόθεν πλέοι.",2.115.2
1,97,2,"[2]
       
ἐούσης ὦν ἁρπαγῆς καὶ ἀνομίης ἔτι πολλῷ μᾶλλον ἀνὰ τὰς κώμας ἢ πρότερον ἦν, συνελέχθησαν οἱ Μῆδοι ἐς τὠυτὸ καὶ ἐδίδοσαν σφίσι λόγον, λέγοντες περὶ τῶν κατηκόντων.  ὡς δ᾽ ἐγὼ δοκέω, μάλιστα ἔλεγον οἱ τοῦ Δηιόκεω φίλοι",1.97.2
1,141,4,"[4]
       
ὃ μὲν δὴ ὀργῇ ἐχόμενος ἔλεγέ σφι τάδε:  Ἴωνες δὲ ὡς ἤκουσαν τούτων ἀνενειχθέντων ἐς τὰς πόλιας, τείχεά τε περιεβάλοντο ἕκαστοι καὶ συνελέγοντο ἐς Πανιώνιον οἱ ἄλλοι, πλὴν Μιλησίων: πρὸς μούνους γὰρ τούτους ὅρκιον Κῦρος ἐποιήσατο ἐπ᾽ οἷσί περ ὁ Λυδός.  τοῖσι δὲ λοιποῖσι Ἴωσι ἔδοξε κοινῷ λόγῳ πέμπειν ἀγγέλους ἐς Σπάρτην δεησομένους Ἴωσι τιμωρέειν.",1.141.4
1,162,2,"[2]
       
οὗτος ὡνὴρ τότε ὑπὸ Κύρου στρατηγὸς ἀποδεχθεὶς ὡς ἀπίκετο ἐς τὴν Ἰωνίην, αἵρεε τὰς πόλιας χώμασι:  ὅκως γὰρ τειχήρεας ποιήσειε, τὸ ἐνθεῦτεν χώματα χῶν πρὸς τὰ τείχεα ἐπόρθεε.",1.162.2
7,36,5,"[5]
       
ποιήσαντες δὲ ταῦτα ὕλην ἐπεφόρησαν, κόσμῳ δὲ θέντες καὶ τὴν ὕλην γῆν ἐπεφόρησαν, κατανάξαντες δὲ καὶ τὴν γῆν φραγμὸν παρείρυσαν ἔνθεν καὶ ἔνθεν, ἵνα μὴ φοβέηται τὰ ὑποζύγια τὴν θάλασσαν ὑπερορῶντα καὶ οἱ ἵπποι.",7.36.5
2,182,2,"[2]
       
ἐς μέν νυν Σάμον ἀνέθηκε κατὰ ξεινίην τὴν ἑωυτοῦ τε καὶ Πολυκράτεος τοῦ Αἰάκεος, ἐς δὲ Λίνδον ξεινίης μὲν οὐδεμιῆς εἵνεκεν, ὅτι δὲ τὸ ἱρὸν τὸ ἐν Λίνδῳ τὸ τῆς Ἀθηναίης λέγεται τὰς Δαναοῦ θυγατέρας ἱδρύσασθαι προσσχούσας, ὅτε ἀπεδίδρησκον τοὺς Αἰγύπτου παῖδας. ταῦτα μὲν ἀνέθηκε ὁ Ἄμασις, εἷλε δὲ Κύπρον πρῶτος ἀνθρώπων καὶ κατεστρέψατο ἐς φόρου ἀπαγωγήν.",2.182.2
6,137,2,"[2]
       
ἐπείτε γὰρ ἰδεῖν τοὺς Ἀθηναίους τὴν χώρην, τὴν σφίσι αὐτοῖσι ὑπὸ τὸν Ὑμησσὸν ἐοῦσαν ἔδοσαν Πελασγοῖσι οἰκῆσαι μισθὸν τοῦ τείχεος τοῦ περὶ τὴν ἀκρόπολιν κοτὲ ἐληλαμένου, ταύτην ὡς ἰδεῖν τοὺς Ἀθηναίους ἐξεργασμένην εὖ, τὴν πρότερον εἶναι κακήν τε καὶ τοῦ μηδενὸς ἀξίην, λαβεῖν φθόνον τε καὶ ἵμερον τῆς γῆς, καὶ οὕτω ἐξελαύνειν αὐτοὺς οὐδεμίαν ἄλλην πρόφασιν προϊσχομένους τοὺς Ἀθηναίους.",6.137.2
2,149,5,"[5]
       
καὶ ἐπεὰν μὲν ἐκρέῃ ἔξω, ἣ δὲ τότε τοὺς ἓξ μῆνας ἐς τὸ βασιλήιον καταβάλλει ἐπ᾽ ἡμέρην ἑκάστην τάλαντον ἀργυρίου ἐκ τῶν ἰχθύων, ἐπεὰν δὲ ἐσίῃ τὸ ὓδωρ ἐς αὐτήν, εἴκοσι μνέας.",2.149.5
3,156,2,"[2]
       
ἦγον δή μιν οἱ πυλουροί, ταῦτα ὡς ἤκουσαν, ἐπὶ τὰ κοινὰ τῶν Βαβυλωνίων: καταστὰς δὲ ἐπ᾽ αὐτὰ κατοικτίζετο, φὰς ὑπὸ Δαρείου πεπονθέναι τὰ ἐπεπόνθεε ὑπ᾽ ἑωυτοῦ, παθεῖν δὲ ταῦτα διότι συμβουλεῦσαι οἱ ἀπανιστάναι τὴν στρατιήν, ἐπείτε δὴ οὐδεὶς πόρος ἐφαίνετο τῆς ἁλώσιος.",3.156.2
5,52,3,"[3]
       
ταῦτα δὲ διεξελάσαντι καὶ διὰ τῆς Κιλικίης ὁδὸν ποιευμένῳ τρεῖς εἱσι σταθμοί, παρασάγγαι δὲ πεντεκαίδεκα καὶ ἥμισυ. οὖρος δὲ Κιλικίης καὶ τῆς Ἀρμενίης ἐστὶ ποταμὸς νηυσιπέρητος, τῷ οὔνομα Εὐφρήτης. ἐν δὲ τῇ Ἀρμενίῃ σταθμοὶ μὲν εἰσὶ καταγωγέων πεντεκαίδεκα, παρασάγγαι δὲ ἓξ καὶ πεντήκοντα καὶ ἥμισυ, καὶ φυλακτήριον ἐν αὐτοῖσι.",5.52.3
4,118,3,"‘
      [3]
       
τί γὰρ πάθωμεν μὴ βουλομένων ὑμέων τιμωρέειν; ὑμῖν δὲ οὐδὲν ἐπὶ τούτῳ ἔσται ἐλαφρότερον. ἥκει γὰρ ὁ Πέρσης οὐδέν τι μᾶλλον ἐπ᾽ ἡμέας ἢ οὐ καὶ ἐπ᾽ ὑμέας, οὐδέ οἱ καταχρήσει ἡμέας καταστρεψαμένῳ ὑμέων ἀπέχεσθαι.
’",4.118.3
1,9,2,"‘
      [2]
       
ἐγὼ γάρ σε ἐς τὸ οἴκημα ἐν τῷ κοιμώμεθα ὄπισθε τῆς ἀνοιγομένης θύρης στήσω.  μετὰ δ᾽ ἐμὲ ἐσελθόντα παρέσται καὶ ἡ γυνὴ ἡ ἐμὴ ἐς κοῖτον.  κεῖται δὲ ἀγχοῦ τῆς ἐσόδου θρόνος: ἐπὶ τοῦτον τῶν ἱματίων κατὰ ἕν ἕκαστον ἐκδύνουσα θήσει, καὶ κατ᾽ ἡσυχίην πολλὴν παρέξει τοι θεήσασθαι.
’",1.9.2
2,100,3,"[3]
       
ποιησαμένην γάρ μιν οἴκημα περίμηκες ὑπόγαιον καινοῦν τῷ λόγῳ, νόῳ δὲ ἄλλα μηχανᾶσθαι: καλέσασαν δέ μιν Αἰγυπτίων τοὺς μάλιστα μεταιτίους τοῦ φόνου ᾔδεε πολλοὺς ἱστιᾶν, δαινυμένοισι δὲ ἐπεῖναι τὸν ποταμὸν δι᾽ αὐλῶνος κρυπτοῦ μεγάλου.",2.100.3
4,45,2,"[2]
       
οὐδ᾽ ἔχω συμβαλέσθαι ἐπ᾽ ὅτευ μιῇ ἐούσῃ γῇ οὐνόματα τριφάσια κέεται ἐπωνυμίας ἔχοντα γυναικῶν, καὶ οὐρίσματα αὐτῇ Νεῖλός τε ὁ Αἰγύπτιος ποταμὸς ἐτέθη καὶ Φᾶσις ὁ Κόλχος （οἳ δὲ Τάναιν ποταμὸν τὸν Μαιήτην καὶ πορθμήια τὰ Κιμμέρια λέγουσι）, οὐδὲ τῶν διουρισάντων τὰ οὐνόματα πυθέσθαι, καὶ ὅθεν ἔθεντο τὰς ἐπωνυμίας.",4.45.2
8,140B,2,"‘
      [2]
       
ἐνορῶ γὰρ ὑμῖν οὐκ οἵοισί τε ἐσομένοισι τὸν πάντα χρόνον πολεμέειν Ξέρξῃ: εἰ γὰρ ἐνώρων τοῦτο ἐν ὑμῖν, οὐκ ἄν κοτε ἐς ὑμέας ἦλθον ἔχων λόγους τούσδε: καὶ γὰρ δύναμις ὑπὲρ ἄνθρωπον ἡ βασιλέος ἐστὶ καὶ χεὶρ ὑπερμήκης.
’",8.140B.2
4,192,3,"[3]
       
μυῶν δὲ γένεα τριξὰ αὐτόθι ἔστι: οἳ μὲν δίποδες καλέονται, οἳ δὲ ζεγέριες （τὸ δὲ οὔνομα τοῦτο ἐστὶ μὲν Λιβυστικόν, δύναται δὲ κατ᾽ Ἑλλάδα γλῶσσαν βουνοί）, οἳ δὲ ἐχινέες.  εἰσὶ δὲ καὶ γαλαῖ ἐν τῷ σιλφίῳ γινόμεναι τῇσι Ταρτησσίῃσι ὁμοιόταται. τοσαῦτα μέν νυν θηρία ἡ τῶν νομάδων Λιβύων γῆ ἔχει, ὅσον ἡμεῖς ἱστορέοντες ἐπὶ μακρότατον οἷοί τε ἐγενόμεθα ἐξικέσθαι.",4.192.3
3,104,3,"[3]
       
μεσοῦσα δὲ ἡ ἡμέρη σχεδὸν παραπλησίως καίει τούς τε ἄλλους ἀνθρώπους καὶ τοὺς Ἰνδούς. ἀποκλινομένης δὲ τῆς μεσαμβρίης γίνεταί σφι ὁ ἥλιος κατά περ τοῖσι ἄλλοισι ὁ ἑωθινός, καὶ τὸ ἀπὸ τούτου ἀπιὼν ἐπὶ μᾶλλον ψύχει, ἐς ὃ ἐπὶ δυσμῇσι ἐὼν καὶ τὸ κάρτα ψύχει.",3.104.3
2,35,3,"[3]
       
τὰ ἄχθεα οἱ μὲν ἄνδρες ἐπὶ τῶν κεφαλέων φορέουσι, αἱ δὲ γυναῖκες ἐπὶ τῶν ὤμων. οὐρέουσι αἱ μὲν γυναῖκες ὀρθαί, οἱ δὲ ἄνδρες κατήμενοι. εὐμαρείῃ χρέωνται ἐν τοῖσι οἴκοισι, ἐσθίουσι δὲ ἔξω ἐν τῇσι ὁδοῖσι ἐπιλέγοντες ὡς τὰ μὲν αἰσχρὰ ἀναγκαῖα δὲ ἐν ἀποκρύφῳ ἐστὶ ποιέειν χρεόν, τὰ δὲ μὴ αἰσχρὰ ἀναφανδόν.",2.35.3
1,90,3,"[3]
       
Κροῖσος δέ οἱ ἐπαλιλλόγησε πᾶσαν τὴν ἑωυτοῦ διάνοιαν καὶ τῶν χρηστηρίων τὰς ὑποκρίσιας καὶ μάλιστα τὰ ἀναθήματα, καὶ ὡς ἐπαερθεὶς τῷ μαντηίῳ ἐστρατεύσατο ἐπὶ Πέρσας: λέγων δὲ ταῦτα κατέβαινε αὖτις παραιτεόμενος ἐπεῖναί οἱ τῷ θεῷ τοῦτο ὀνειδίσαι.  Κῦρος δὲ γελάσας εἶπε ‘καὶ τούτου τεύξεαι παρ᾽ ἐμεῦ, Κροῖσε, καὶ ἄλλου παντὸς τοῦ ἂν ἑκάστοτε δέῃ.’",1.90.3
4,13,2,"[2]
       
τούτους ὦν πάντας πλὴν Ὑπερβορέων, ἀρξάντων Ἀριμασπῶν, αἰεὶ τοῖσι πλησιοχώροισι ἐπιτίθεσθαι, καὶ ὑπὸ μὲν Ἀριμασπῶν ἐξωθέεσθαι ἐκ τῆς χώρης Ἰσσηδόνας, ὑπὸ δὲ Ἰσσηδόνων Σκύθας, Κιμμερίους δὲ οἰκέοντας ἐπὶ τῇ νοτίῃ θαλάσσῃ ὑπὸ Σκυθέων πιεζομένους ἐκλείπειν τὴν χώρην.  οὕτω οὐδὲ οὗτος συμφέρεται περὶ τῆς χώρης ταύτης Σκύθῃσι.",4.13.2
7,162,2,"[2]
       
οὗτος δὲ ὁ νόος τοῦ ῥήματος τὸ ἐθέλει λέγειν: δῆλα γὰρ ὡς ἐν τῷ ἐνιαυτῷ ἐστὶ τὸ ἔαρ δοκιμώτατον, τῆς δὲ τῶν Ἑλλήνων στρατιῆς τὴν ἑωυτοῦ στρατιήν: στερισκομένην ὦν τὴν Ἑλλάδα τῆς ἑωυτοῦ συμμαχίης εἴκαζε ὡς εἰ τὸ ἔαρ ἐκ τοῦ ἐνιαυτοῦ ἐξαραιρημένον εἴη.",7.162.2
4,3,3,"[3]
       
γινομένης δὲ μάχης πολλάκις καί οὐ δυναμένων οὐδὲν πλέον ἔχειν τῶν Σκυθέων τῇ μάχῃ, εἷς αὐτῶν ἔλεξε τάδε. ‘οἷα ποιεῦμεν, ἄνδρες Σκύθαι: δούλοισι τοῖσι ἡμετέροισι μαχόμενοι αὐτοί τε κτεινόμενοι ἐλάσσονες γινόμεθα καὶ ἐκείνους κτείνοντες ἐλασσόνων τὸ λοιπὸν ἄρξομεν.
’",4.3.3
1,192,2,"[2]
       
οὕτω τριτημορίη ἡ Ἀσσυρίη χώρη τῇ δυνάμι τῆς ἄλλης Ἀσίης. καὶ ἡ ἀρχὴ τῆς χώρης ταύτης, τὴν οἱ Πέρσαι σατραπηίην καλέουσι, ἐστὶ ἁπασέων τῶν ἀρχέων πολλόν τι κρατίστη, ὅκου Τριτανταίχμῃ τῷ Ἀρταβάζου ἐκ βασιλέος ἔχοντι τὸν νομὸν τοῦτον ἀργυρίου μὲν προσήιε ἑκάστης ἡμέρης ἀρτάβη μεστή.",1.192.2
3,45,2,"[2]
       
καταπλέουσι δὲ ἐς τὴν Σάμον Πολυκράτης νηυσὶ ἀντιάσας ἐς μάχην κατέστη: νικήσαντες δὲ οἱ κατιόντες ἀπέβησαν ἐς τὴν νῆσον, πεζομαχήσαντες δὲ ἐν αὐτῇ ἑσσώθησαν, καὶ οὕτω δὴ ἔπλεον ἐς Λακεδαίμονα.",3.45.2
4,18,2,"[2]
       
οὗτοι ὦν οἱ γεωργοὶ Σκύθαι νέμονται τὸ μὲν πρὸς τὴν ἠῶ ἐπὶ τρεῖς ἡμέρας ὁδοῦ, κατήκοντες ἐπὶ ποταμὸν τῷ οὔνομα κεῖται Παντικάπης, τὸ δὲ πρὸς βορέην ἄνεμον πλόον ἀνὰ τὸν Βορυσθένεα ἡμερέων ἕνδεκα.  ἤδη δὲ κατύπερθε τούτων ᾗ ἔρημος ἐστὶ ἐπὶ πολλὸν.",4.18.2
6,98,3,"[3]
       
οὕτω οὐδὲν ἦν ἀεικὲς κινηθῆναι Δῆλον τὸ πρὶν ἐοῦσαν ἀκίνητον. καὶ ἐν χρησμῷ ἦν γεγραμμένον περὶ αὐτῆς ὧδε.
“κινήσω καὶ Δῆλον ἀκίνητόν περ ἐοῦσαν.
”
δύναται δὲ κατὰ Ἑλλάδα γλῶσσαν ταῦτα τὰ οὐνόματα, Δαρεῖος ἐρξίης, Ξέρξης ἀρήιος, Ἀρτοξέρξης μέγας ἀρήιος. τούτους μὲν δὴ τοὺς βασιλέας ὧδε ἂν ὀρθῶς κατὰ γλῶσσαν τὴν σφετέρην Ἕλληνες καλέοιεν.",6.98.3
6,26,2,"[2]
       
τούτων τε δὴ ἐφόνευσε συχνούς, καὶ τῶν λοιπῶν Χίων, οἷα δὴ κεκακωμένων ἐκ τῆς ναυμαχίης, ὁ Ἱστιαῖος ἔχων τοὺς λεσβίους ἐπεκράτησε, ἐκ Πολίχνης τῆς Χίων ὁρμώμενος.",6.26.2
1,75,3,"[3]
       
ὡς δὲ ἀπίκετο ἐπὶ τὸν Ἅλυν ποταμὸν ὁ Κροῖσος, τὸ ἐνθεῦτεν, ὡς μὲν ἐγὼ λέγω, κατὰ τὰς ἐούσας γεφύρας διεβίβασε τὸν στρατόν, ὡς δὲ ὁ πολλὸς λόγος Ἑλλήνων, Θαλῆς οἱ ὁ Μιλήσιος διεβίβασε.",1.75.3
6,92,2,"[2]
       
καί σφι ὑπ᾽ Ἀργείων ἐπεβλήθη ζημίη χίλια τάλαντα ἐκτῖσαι, πεντακόσια ἑκατέρους. Σικυώνιοι μέν νυν συγγνόντες ἀδικῆσαι ὡμολόγησαν ἑκατὸν τάλαντα ἐκτίσαντες ἀζήμιοι εἶναι, Αἰγινῆται δὲ οὔτε συνεγινώσκοντο ἦσάν τε αὐθαδέστεροι. διὰ δὴ ὦν σφι ταῦτα δεομένοισι ἀπὸ μὲν τοῦ δημοσίου οὐδεὶς Ἀργείων ἔτι ἐβοήθεε, ἐθελονταὶ δὲ ἐς χιλίους: ἦγε δὲ αὐτοὺς στρατηγὸς ἀνὴρ ᾧ οὔνομα Εὐρυβάτης, ἀνὴρ πεντάεθλον ἐπασκήσας.",6.92.2
3,37,3,"[3]
       
ἐσῆλθε δὲ καὶ ἐς τῶν Καβείρων τὸ ἱρόν, ἐς τὸ οὐ θεμιτόν ἐστι ἐσιέναι ἄλλον γε ἢ τὸν ἱρέα: ταῦτα δὲ τὰ ἀγάλματα καὶ ἐνέπρησε πολλὰ κατασκώψας.  ἔστι δὲ καὶ ταῦτα ὅμοια τοῖσι τοῦ Ἡφαίστου: τούτου δὲ σφέας παῖδας λέγουσι εἶναι.",3.37.3
7,147,2,"[2]
       
οἶκε δὲ αὐτοῦ αὕτη ἡ γνώμη τῇ γε ἄλλῃ. ἐὼν γὰρ ἐν Ἀβύδῳ ὁ Ξέρξης εἶδε πλοῖα ἐκ τοῦ Πόντου σιταγωγὰ διεκπλώοντα τὸν Ἑλλήσποντον, ἔς τε Αἴγιναν καὶ Πελοπόννησον κομιζόμενα. οἱ μὲν δὴ πάρεδροι αὐτοῦ ὡς ἐπύθοντο πολέμια εἶναι τὰ πλοῖα, ἕτοιμοι ἦσαν αἱρέειν αὐτά, ἐσβλέποντες ἐς τὸν βασιλέα ὁκότε παραγγελέει.",7.147.2
3,6,2,"[2]
       
κοῦ δῆτα, εἴποι τις ἄν, ταῦτα ἀναισιμοῦται; ἐγὼ καὶ τοῦτο φράσω: δεῖ τὸν μὲν δήμαρχον ἕκαστον ἐκ τῆς ἑωυτοῦ πόλιος συλλέξαντα πάντα τὸν κέραμον ἄγειν ἐς Μέμφιν, τοὺς δὲ ἐκ Μέμφιος ἐς ταῦτα δὴ τὰ ἄνυδρα τῆς Συρίης κομίζειν πλήσαντας ὕδατος. οὕτω ὁ ἐπιφοιτέων κέραμος καὶ ἐξαιρεόμενος ἐν Αἰγύπτῳ ἐπὶ τὸν παλαιὸν κομίζεται ἐς Συρίην.",3.6.2
9,74,2,"[2]
       
οὗτος μὲν οὕτω λέγεται, ὁ δ᾽ ἕτερος τῶν λόγων τῷ πρότερον λεχθέντι ἀμφισβατέων λέγεται, ὡς ἐπ᾽ ἀσπίδος αἰεὶ περιθεούσης καὶ οὐδαμὰ ἀτρεμιζούσης ἐφόρεε ἄγκυραν, καὶ οὐκ ἐκ τοῦ θώρηκος δεδεμένην σιδηρέην.",9.74.2
2,22,2,"[2]
       
κῶς ὦν δῆτα ῥέοι ἂν ἀπὸ χιόνος, ἀπὸ τῶν θερμοτάτων ῥέων ἐς τὰ ψυχρότερα τὰ πολλά ἐστι; ἀνδρί γε λογίζεσθαι τοιούτων πέρι οἵῳ τε ἐόντι, ὡς οὐδὲ οἰκὸς ἀπὸ χιόνος μιν ῥέειν, πρῶτον μὲν καὶ μέγιστον μαρτύριον οἱ ἄνεμοι παρέχονται πνέοντες ἀπὸ τῶν χωρέων τουτέων θερμοί:",2.22.2
1,73,2,"[2]
       
Ἀστυάγεα γὰρ τὸν Κυαξάρεω, ἐόντα Κροίσου μὲν γαμβρὸν Μήδων δὲ βασιλέα, Κῦρος ὁ Καμβύσεω καταστρεψάμενος εἶχε, γενόμενον γαμβρὸν Κροίσῳ ὧδε.",1.73.2
8,52,2,"[2]
       
οὐδὲ λόγους τῶν Πεισιστρατιδέων προσφερόντων περὶ ὁμολογίης ἐνεδέκοντο, ἀμυνόμενοι δὲ ἄλλα τε ἀντεμηχανῶντο καὶ δὴ καὶ προσιόντων τῶν βαρβάρων πρὸς τὰς πύλας ὀλοιτρόχους ἀπίεσαν, ὥστε Ξέρξην ἐπὶ χρόνον συχνὸν ἀπορίῃσι ἐνέχεσθαι οὐ δυνάμενον σφέας ἑλεῖν.",8.52.2
8,137,4,"[4]
       
οἳ δὲ τὸν μισθὸν ἔφασαν δίκαιοι εἶναι ἀπολαβόντες οὕτω ἐξιέναι. ἐνθαῦτα ὁ βασιλεὺς τοῦ μισθοῦ πέρι ἀκούσας, ἦν γὰρ κατὰ τὴν καπνοδόκην ἐς τὸν οἶκον ἐσέχων ὁ ἥλιος, εἶπε θεοβλαβὴς γενόμενος ‘μισθὸν δὲ ὑμῖν ἐγὼ ὑμέων ἄξιον τόνδε ἀποδίδωμι,’ δέξας τὸν ἥλιον.",8.137.4
2,4,3,"[3]
       
ἐπὶ τούτου, πλὴν τοῦ Θηβαϊκοῦ νομοῦ, πᾶσαν Αἴγυπτον εἶναι ἕλος, καὶ αὐτῆς εἶναι οὐδὲν ὑπερέχον τῶν νῦν ἔνερθε λίμνης τῆς Μοίριος ἐόντων, ἐς τὴν ἀνάπλοος ἀπὸ θαλάσσης ἑπτὰ ἡμερέων ἐστὶ ἀνὰ τὸν ποταμόν.",2.4.3
1,24,5,"[5]
       
καὶ τοῖσι ἐσελθεῖν γὰρ ἡδονὴν εἰ μέλλοιεν ἀκούσεσθαι τοῦ ἀρίστου ἀνθρώπων ἀοιδοῦ, ἀναχωρῆσαι ἐκ τῆς πρύμνης ἐς μέσην νέα.    τὸν δὲ ἐνδύντα τε πᾶσαν τὴν σκευὴν καὶ λαβόντα τὴν κιθάρην, στάντα ἐν τοῖσι ἑδωλίοισι διεξελθεῖν νόμον τὸν ὄρθιον, τελευτῶντος δὲ τοῦ νόμου ῥῖψαί μιν ἐς τὴν θάλασσαν ἑωυτὸν ὡς εἶχε σὺν τῇ σκευῇ πάσῃ.",1.24.5
1,189,3,"[3]
       
μετὰ δὲ τὴν ἀπειλὴν μετεὶς τὴν ἐπὶ Βαβυλῶνα στράτευσιν διαίρεε τὴν στρατιὴν δίχα, διελὼν δὲ κατέτεινε σχοινοτενέας ὑποδέξας διώρυχας ὀγδώκοντα καὶ ἑκατὸν παρ᾽ ἑκάτερον τὸ χεῖλος τοῦ Γύνδεω τετραμμένας πάντα τρόπον, διατάξας δὲ τὸν στρατὸν ὀρύσσειν ἐκέλευε.",1.189.3
5,122,2,"[2]
       
ταύτην δὲ ἐξελών, ὡς ἐπύθετο τὸν Ἑλλήσποντον ἐκλελοιπέναι Δαυρίσην καὶ στρατεύεσθαι ἐπὶ Καρίης, καταλιπὼν τὴν Προποντίδα ἐπὶ τὸν Ἑλλήσποντον ἦγε τὸν στρατόν, καὶ εἷλε μὲν Αἰολέας πάντας ὅσοι τὴν Ἰλιάδα νέμονται, εἷλε δὲ Γέργιθας τοὺς ὑπολειφθέντας τῶν ἀρχαίων Τευκρῶν: αὐτός τε Ὑμαίης αἱρέων ταῦτα τὰ ἔθνεα νούσῳ τελευτᾷ ἐν τῇ Τρῳάδι.",5.122.2
9,93,4,"[4]
       
πρόφαντα δέ σφι ἔν τε Δωδώνῃ καὶ ἐν Δελφοῖσι ἐγίνετο, ἐπείτε ἐπειρώτων τοὺς προφήτας τὸ αἴτιον τοῦ παρεόντος κακοῦ, οἳ δὲ αὐτοῖσι ἔφραζον ὅτι ἀδίκως τὸν φύλακον τῶν ἱρῶν προβάτων Εὐήνιον τῆς ὄψιος ἐστέρησαν: αὐτοὶ γὰρ ἐπορμῆσαι τοὺς λύκους, οὐ πρότερόν τε παύσεσθαι τιμωρέοντες ἐκείνῳ πρὶν ἢ δίκας δῶσι τῶν ἐποίησαν ταύτας τὰς ἂν αὐτὸς ἕληται καὶ δικαιοῖ: τούτων δὲ τελεομένων αὐτοὶ δώσειν Εὐηνίῳ δόσιν τοιαύτην τὴν πολλούς μιν μακαριεῖν ἀνθρώπων ἔχοντα.",9.93.4
1,209,5,"‘
      [5]
       
οὔκων ἐστὶ μηχανὴ ἀπὸ τῆς ὄψιος ταύτης οὐδεμία τὸ μὴ ἐκεῖνον ἐπιβουλεύειν ἐμοί:  σύ νυν τὴν ταχίστην πορεύεο ὀπίσω ἐς Πέρσας καὶ ποίεε ὅκως, ἐπεὰν ἐγὼ τάδε καταστρεψάμενος ἔλθω ἐκεῖ, ὥς μοι καταστήσεις τὸν παῖδα ἐς ἔλεγχον.’",1.209.5
6,137,3,"[3]
       
ὡς δὲ αὐτοὶ Ἀθηναῖοι λέγουσι, δικαίως ἐξελάσαι. κατοικημένους γὰρ τοὺς Πελασγοὺς ὑπὸ τῷ Ὑμησσῷ, ἐνθεῦτεν ὁρμωμένους ἀδικέειν τάδε. φοιτᾶν γὰρ αἰεὶ τὰς σφετέρας θυγατέρας τε καὶ τοὺς παῖδας ἐπ᾽ ὕδωρ ἐπὶ τὴν Ἐννεάκρουνον: οὐ γὰρ εἶναι τοῦτον τὸν χρόνον σφίσι κω οὐδὲ τοῖσι ἄλλοισι Ἕλλησι οἰκέτας: ὅκως δὲ ἔλθοιεν αὗται, τοὺς Πελασγοὺς ὑπὸ ὕβριός τε καὶ ὀλιγωρίης βιᾶσθαι σφέας. καὶ ταῦτα μέντοι σφι οὐκ ἀποχρᾶν ποιέειν, ἀλλὰ τέλος καὶ ἐπιβουλεύοντας ἐπιχείρησιν φανῆναι ἐπ᾽ αὐτοφώρῳ.",6.137.3
5,42,3,"[3]
       
ἀπικόμενος δὲ ἐς Λιβύην οἴκισε χῶρον κάλλιστον τῶν Λιβύων παρὰ Κίνυπα ποταμόν. ἐξελασθεὶς δὲ ἐνθεῦτεν τρίτῳ ἔτεϊ ὑπὸ Μακέων τε Λιβύων καὶ Καρχηδονίων ἀπίκετο ἐς Πελοπόννησον.",5.42.3
